"price.open","price.high","price.low","price.close","volume","price.adjusted","ref.date","ticker","ret.adjusted.prices","ret.closing.prices"
103.040001,103.970001,101.709999,102.800003,31514400,101.646843,2019-01-08,"MSFT",0.00725061627518242,0.00725068601314316
103.860001,104.879997,103.239998,104.269997,32280800,103.100357,2019-01-09,"MSFT",0.0142996472600727,0.0142995521118807
103.220001,103.75,102.379997,103.599998,30067600,102.437866,2019-01-10,"MSFT",-0.00642569065013032,-0.00642561637361516
103.190002,103.440002,101.639999,102.800003,28314200,101.646843,2019-01-11,"MSFT",-0.0077219785113446,-0.00772195960853195
101.900002,102.870003,101.260002,102.050003,28437100,100.905266,2019-01-14,"MSFT",-0.00729562255071714,-0.00729571963144782
102.510002,105.050003,101.879997,105.010002,31587600,103.832062,2019-01-15,"MSFT",0.0290053841193976,0.0290053788631441
105.260002,106.260002,104.959999,105.379997,29853900,104.197899,2019-01-16,"MSFT",0.00352335293119777,0.00352342627324198
105,106.629997,104.760002,106.120003,28393000,104.929604,2019-01-17,"MSFT",0.00702226251222204,0.00702226248877191
107.459999,107.900002,105.910004,107.709999,37427600,106.501762,2019-01-18,"MSFT",0.0149829784928952,0.0149829999533642
106.75,107.099998,104.860001,105.68,32371300,104.494537,2019-01-22,"MSFT",-0.0188468712846273,-0.0188468946137488
106.120003,107.040001,105.339996,106.709999,25874300,105.512978,2019-01-23,"MSFT",0.00974635640521582,0.00974639477668426
106.860001,107,105.339996,106.199997,23164800,105.008705,2019-01-24,"MSFT",-0.00477925094674136,-0.00477932719313401
107.239998,107.879997,106.199997,107.169998,31225600,105.967827,2019-01-25,"MSFT",0.00913373800772033,0.00913371965537824
106.260002,106.480003,104.660004,105.080002,29476700,103.901276,2019-01-28,"MSFT",-0.0195016832797751,-0.0195016892694168
104.879997,104.970001,102.169998,102.940002,31490500,101.785278,2019-01-29,"MSFT",-0.0203654669265081,-0.0203654354707757
104.620003,106.379997,104.330002,106.379997,49471900,105.186691,2019-01-30,"MSFT",0.0334175341152969,0.0334174755504668
103.800003,105.220001,103.18,104.43,55636400,103.25856,2019-01-31,"MSFT",-0.0183305604698601,-0.0183304855705156
103.779999,104.099998,102.349998,102.779999,35535700,101.627075,2019-02-01,"MSFT",-0.015799997598262,-0.0158000670305468
102.870003,105.800003,102.769997,105.739998,31315100,104.553864,2019-02-04,"MSFT",0.0287993037288536,0.0287993678614455
106.059998,107.269997,105.959999,107.220001,27325400,106.017273,2019-02-05,"MSFT",0.0139966993472378,0.0139966240589489
107,107,105.529999,106.029999,20609800,104.840607,2019-02-06,"MSFT",-0.0110988140583469,-0.0110986941699431
105.190002,105.589996,104.290001,105.269997,29760700,104.089134,2019-02-07,"MSFT",-0.00716776658876084,-0.0071678016331963
104.389999,105.779999,104.260002,105.669998,21461100,104.48465,2019-02-08,"MSFT",0.00379978182929253,0.00379976262372272
106.199997,106.580002,104.970001,105.25,18914100,104.069366,2019-02-11,"MSFT",-0.00397459339721196,-0.00397461917241648
106.139999,107.139999,105.480003,106.889999,25056600,105.690964,2019-02-12,"MSFT",0.0155818956368006,0.0155819382422804
107.5,107.779999,106.709999,106.809998,18394900,105.611862,2019-02-13,"MSFT",-0.000748427273309704,-0.000748442330886445
106.309998,107.290001,105.660004,106.900002,21784700,105.700859,2019-02-14,"MSFT",0.000842679963354742,0.00084265519787774
107.910004,108.300003,107.360001,108.220001,26606900,107.00605,2019-02-15,"MSFT",0.0123479696603035,0.0123479791889993
107.790001,108.660004,107.779999,108.169998,18038500,106.956604,2019-02-19,"MSFT",-0.000462086022238961,-0.000462049524468156
107.860001,107.940002,106.290001,107.150002,21607700,106.400528,2019-02-20,"MSFT",-0.00519908055420315,-0.00942956474862844
106.900002,109.480003,106.870003,109.410004,29063200,108.644722,2019-02-21,"MSFT",0.0210919442053896,0.0210919454765852
110.050003,111.199997,109.82,110.970001,27763200,110.193802,2019-02-22,"MSFT",0.0142582167958423,0.0142582665475453
111.760002,112.18,111.260002,111.589996,23750600,110.809464,2019-02-25,"MSFT",0.00558708374541794,0.00558705050385644
111.260002,113.239998,111.169998,112.360001,21536700,111.574081,2019-02-26,"MSFT",0.00690028606220849,0.00690030493414473
111.690002,112.360001,110.879997,112.169998,21487100,111.385406,2019-02-27,"MSFT",-0.00169102894067308,-0.00169101992087017
112.040001,112.879997,111.730003,112.029999,29083900,111.246384,2019-02-28,"MSFT",-0.0012481168313917,-0.00124809666128378
112.889999,113.019997,111.669998,112.529999,23501200,111.742897,2019-03-01,"MSFT",0.00446318327074779,0.00446309028352299
113.019997,113.25,110.800003,112.260002,26608000,111.474785,2019-03-04,"MSFT",-0.00239936503525595,-0.00239933353238542
112.25,112.389999,111.230003,111.699997,19538300,110.918694,2019-03-05,"MSFT",-0.00498849134358048,-0.00498846419047816
111.870003,112.660004,111.43,111.75,17687000,110.968346,2019-03-06,"MSFT",0.000447643207915904,0.000447654443535894
111.400002,111.550003,109.870003,110.389999,25339000,109.617867,2019-03-07,"MSFT",-0.0121699479958005,-0.0121700313199105
109.160004,110.709999,108.800003,110.510002,22818400,109.737022,2019-03-08,"MSFT",0.00108700345355195,0.00108708217308706
110.989998,112.949997,110.980003,112.830002,26491600,112.040794,2019-03-11,"MSFT",0.0209935713400351,0.0209935748621197
112.82,113.989998,112.650002,113.620003,26132700,112.825272,2019-03-12,"MSFT",0.00700171760653534,0.00700169268808493
114.129997,115,113.779999,114.5,35513800,113.699112,2019-03-13,"MSFT",0.00774507328464491,0.00774508868830082
114.540001,115.199997,114.330002,114.589996,30763400,113.788483,2019-03-14,"MSFT",0.000786030765130397,0.000785991266375463
115.339996,117.25,114.589996,115.910004,54681100,115.099251,2019-03-15,"MSFT",0.0115193380335337,0.0115194000006773
116.169998,117.610001,116.050003,117.57,31207600,116.747635,2019-03-18,"MSFT",0.0143214137857421,0.0143214212985445
118.089996,118.440002,116.989998,117.650002,37588700,116.82708,2019-03-19,"MSFT",0.000680484876631526,0.000680462703070539
117.389999,118.75,116.709999,117.519997,28113300,116.697983,2019-03-20,"MSFT",-0.00110502633464782,-0.00110501485584336
117.139999,120.82,117.089996,120.220001,29854400,119.379105,2019-03-21,"MSFT",0.0229748786660691,0.0229748474210734
119.5,119.589996,117.040001,117.050003,33624500,116.231277,2019-03-22,"MSFT",-0.0263683330512487,-0.0263683078824795
116.559998,118.010002,116.32,117.660004,27067100,116.837013,2019-03-25,"MSFT",0.00521147160759483,0.00521145650889054
118.620003,118.709999,116.849998,117.910004,26097700,117.085266,2019-03-26,"MSFT",0.00212478044093789,0.00212476620347557
117.879997,118.209999,115.519997,116.769997,22733400,115.953232,2019-03-27,"MSFT",-0.00966845819866013,-0.00966845018510898
117.440002,117.580002,116.129997,116.93,18334800,116.112122,2019-03-28,"MSFT",0.00137029384398701,0.00137024067920466
118.07,118.32,116.959999,117.940002,25399800,117.115051,2019-03-29,"MSFT",0.00863759082794124,0.00863766355939455
118.949997,119.110001,118.099998,119.019997,22789100,118.187492,2019-04-01,"MSFT",0.00915715777641601,0.00915715602582412
119.059998,119.480003,118.519997,119.190002,18142300,118.356308,2019-04-02,"MSFT",0.00142837450176203,0.00142837341862823
119.860001,120.43,119.150002,119.970001,22860700,119.130852,2019-04-03,"MSFT",0.00654417168876198,0.00654416466911378
120.099998,120.230003,118.379997,119.360001,20112800,118.525124,2019-04-04,"MSFT",-0.00508456029509463,-0.00508460444207215
119.389999,120.230003,119.370003,119.889999,15826200,119.051414,2019-04-05,"MSFT",0.00444032439906983,0.0044403317322359
119.809998,120.019997,118.639999,119.93,15116200,119.091133,2019-04-08,"MSFT",0.000333628964709343,0.00033364751300069
118.629997,119.540001,118.580002,119.279999,17612000,118.445679,2019-04-09,"MSFT",-0.00541983255797895,-0.00541983657133327
119.760002,120.349998,119.540001,120.190002,16477200,119.349312,2019-04-10,"MSFT",0.00762909215117924,0.00762913319608605
120.540001,120.849998,119.919998,120.330002,14209100,119.488342,2019-04-11,"MSFT",0.00116489988647772,0.00116482234520632
120.639999,120.980003,120.370003,120.949997,19745100,120.103996,2019-04-12,"MSFT",0.00515241896987728,0.00515245566105782
120.940002,121.580002,120.57,121.050003,15792600,120.2033,2019-04-15,"MSFT",0.000826816786345663,0.000826837556680671
121.639999,121.650002,120.099998,120.769997,14071800,119.925255,2019-04-16,"MSFT",-0.00231312285103646,-0.00231314327187582
121.239998,121.849998,120.540001,121.769997,19300900,120.918259,2019-04-17,"MSFT",0.00828019085721343,0.00828020224261494
122.190002,123.519997,121.300003,123.370003,27991000,122.507072,2019-04-18,"MSFT",0.0131395623220145,0.0131395749315819
122.620003,124,122.57,123.760002,15648700,122.894341,2019-04-22,"MSFT",0.0031611970939931,0.00316121415673476
124.099998,125.580002,123.830002,125.440002,24025500,124.562599,2019-04-23,"MSFT",0.0135747340880408,0.0135746604141136
125.790001,125.849998,124.519997,125.010002,31257000,124.135605,2019-04-24,"MSFT",-0.00342794709991567,-0.00342793361881488
130.059998,131.369995,128.830002,129.149994,38033900,128.246643,2019-04-25,"MSFT",0.0331173155356999,0.0331172860872364
129.699997,130.520004,129.020004,129.889999,23654900,128.981461,2019-04-26,"MSFT",0.00572972502679847,0.00572981056429622
129.899994,130.179993,129.350006,129.770004,16324200,128.862305,2019-04-29,"MSFT",-0.000923822687975306,-0.000923820162628486
129.809998,130.699997,129.389999,130.600006,24166500,129.686493,2019-04-30,"MSFT",0.00639588124704127,0.00639594647773922
130.529999,130.649994,127.699997,127.879997,26821700,126.985519,2019-05-01,"MSFT",-0.0208269491873762,-0.020827020482679
127.980003,128,125.519997,126.209999,27350200,125.327209,2019-05-02,"MSFT",-0.0130590480950824,-0.0130591025897506
127.360001,129.429993,127.25,128.899994,24911100,127.998383,2019-05-03,"MSFT",0.0213135999860972,0.0213136440956632
126.389999,128.559998,126.110001,128.149994,24239800,127.253632,2019-05-06,"MSFT",-0.00581844069077031,-0.0058184641963599
126.459999,127.18,124.220001,125.519997,36017700,124.642029,2019-05-07,"MSFT",-0.0205228169833298,-0.0205228023654842
125.440002,126.370003,124.75,125.510002,28419000,124.632103,2019-05-08,"MSFT",-7.96360591979184e-05,-7.96287463263878e-05
124.290001,125.790001,123.57,125.5,27235800,124.622177,2019-05-09,"MSFT",-7.96424016050734e-05,-7.9690860016135e-05
124.910004,127.93,123.82,127.129997,30915100,126.240768,2019-05-10,"MSFT",0.0129879852764889,0.0129880239043825
124.110001,125.550003,123.040001,123.349998,33944900,122.487213,2019-05-13,"MSFT",-0.02973330295329,-0.0297333366569654
123.870003,125.879997,123.699997,124.730003,25266300,123.857559,2019-05-14,"MSFT",0.0111876657688341,0.0111877180573605
124.260002,126.709999,123.699997,126.019997,24722700,125.601746,2019-05-15,"MSFT",0.0140822006673005,0.0103422911005624
126.75,129.380005,126.459999,128.929993,30112200,128.50209,2019-05-16,"MSFT",0.0230915898255108,0.0230915415749453
128.309998,130.460007,127.919998,128.070007,25770500,127.644958,2019-05-17,"MSFT",-0.0066701794499997,-0.00667017797790459
126.519997,127.589996,125.760002,126.220001,23706900,125.801086,2019-05-20,"MSFT",-0.0144453179263062,-0.0144452713272671
127.43,127.529999,126.580002,126.900002,15293300,126.478836,2019-05-21,"MSFT",0.00538747336410128,0.00538742667257619
126.620003,128.240005,126.519997,127.669998,15396500,127.246277,2019-05-22,"MSFT",0.00606774243241781,0.00606773828104434
126.199997,126.290001,124.739998,126.18,23603800,125.761223,2019-05-23,"MSFT",-0.0116707068765557,-0.0116706980758314
126.910004,127.419998,125.970001,126.239998,14123400,125.821022,2019-05-24,"MSFT",0.000475496330057057,0.000475495324140152
126.980003,128,126.050003,126.160004,23128400,125.741287,2019-05-28,"MSFT",-0.000633717631064901,-0.000633666042992198
125.379997,125.389999,124.040001,124.940002,22763100,124.525337,2019-05-29,"MSFT",-0.00967025254004283,-0.00967027553359934
125.260002,125.760002,124.779999,125.730003,16829600,125.312714,2019-05-30,"MSFT",0.00632302645364469,0.00632304295945185
124.230003,124.620003,123.32,123.68,26646800,123.269516,2019-05-31,"MSFT",-0.0163047941009402,-0.0163048035559181
123.849998,124.370003,119.010002,119.839996,37983600,119.442261,2019-06-03,"MSFT",-0.0310478626362092,-0.0310478978007762
121.279999,123.279999,120.650002,123.160004,29382600,122.751244,2019-06-04,"MSFT",0.027703619910544,0.0277036724867714
124.949997,125.870003,124.209999,125.830002,24926100,125.412384,2019-06-05,"MSFT",0.0216791285634548,0.0216790996531633
126.440002,127.970001,125.599998,127.82,21459000,127.395775,2019-06-06,"MSFT",0.0158149533302867,0.0158149723306846
129.190002,132.25,128.259995,131.399994,33885600,130.963882,2019-06-07,"MSFT",0.0280080481475937,0.0280080895008605
132.399994,134.080002,132,132.600006,26477100,132.159912,2019-06-10,"MSFT",0.00913251792581993,0.00913251183253494
133.880005,134.240005,131.279999,132.100006,23913700,131.661575,2019-06-11,"MSFT",-0.00377071225652748,-0.00377073889423507
131.399994,131.970001,130.710007,131.490005,17092500,131.053604,2019-06-12,"MSFT",-0.00461767983559358,-0.00461772121342685
131.979996,133,131.559998,132.320007,17200800,131.880844,2019-06-13,"MSFT",0.0063122262551436,0.00631228206280787
132.259995,133.789993,131.639999,132.449997,17821700,132.010406,2019-06-14,"MSFT",0.000982417127994628,0.000982391120943671
132.630005,133.729996,132.529999,132.850006,14517800,132.409088,2019-06-17,"MSFT",0.00302008009883714,0.00302007556859363
134.190002,135.240005,133.570007,135.160004,25934500,134.711426,2019-06-18,"MSFT",0.0173880662934556,0.0173880157747226
135,135.929993,133.809998,135.690002,23744400,135.239655,2019-06-19,"MSFT",0.00392118928352825,0.00392126357143341
137.449997,137.660004,135.720001,136.949997,33042600,136.495468,2019-06-20,"MSFT",0.00928583409947326,0.00928583522314352
136.580002,137.729996,136.460007,136.970001,36727900,136.515411,2019-06-21,"MSFT",0.000146107415082808,0.000146067911195313
137,138.399994,137,137.779999,20628800,137.322723,2019-06-24,"MSFT",0.00591370596247187,0.00591368908583134
137.25,137.589996,132.729996,133.429993,33327400,132.987152,2019-06-25,"MSFT",-0.0315721310012181,-0.0315721151950364
134.350006,135.740005,133.600006,133.929993,23657700,133.485489,2019-06-26,"MSFT",0.003747256727477,0.00374728341625552
134.139999,134.710007,133.509995,134.149994,16557500,133.704758,2019-06-27,"MSFT",0.00164264296922934,0.00164265669751806
134.570007,134.600006,133.160004,133.960007,30043000,133.515411,2019-06-28,"MSFT",-0.00141615753120761,-0.00141622816621223
136.630005,136.699997,134.970001,135.679993,22613500,135.229691,2019-07-01,"MSFT",0.0128395665126628,0.0128395484482171
136.119995,136.589996,135.339996,136.580002,15237800,136.126709,2019-07-02,"MSFT",0.00663329179684369,0.00663332139175465
136.800003,137.740005,136.289993,137.460007,13629300,137.003784,2019-07-03,"MSFT",0.00644307797083377,0.00644314677927738
135.940002,137.330002,135.720001,137.059998,18141100,136.605103,2019-07-05,"MSFT",-0.00290999991649854,-0.00291000276174858
136.399994,137.100006,135.369995,136.960007,16779700,136.505447,2019-07-08,"MSFT",-0.000729518867241818,-0.000729541817153789
136,136.970001,135.800003,136.460007,19953100,136.007111,2019-07-09,"MSFT",-0.00365066750779541,-0.00365070074799279
137.130005,138.580002,137.020004,137.850006,24204400,137.392502,2019-07-10,"MSFT",0.0101861659277507,0.0101861272805006
138.199997,139.220001,137.869995,138.399994,22327900,137.940659,2019-07-11,"MSFT",0.00398971553775196,0.0039897568085705
138.850006,139.130005,138.009995,138.899994,18936800,138.438995,2019-07-12,"MSFT",0.00361268391504499,0.0036127169196265
139.440002,139.539993,138.460007,138.899994,16651500,138.438995,2019-07-15,"MSFT",0,0
138.960007,139.050003,136.520004,137.080002,22726100,136.625046,2019-07-16,"MSFT",-0.0131028761079927,-0.0131028947344662
137.699997,137.929993,136.220001,136.270004,20211000,135.817734,2019-07-17,"MSFT",-0.0059089604990874,-0.00590894359630956
135.550003,136.619995,134.669998,136.419998,30381800,135.967239,2019-07-18,"MSFT",0.00110077672183806,0.00110071178980808
140.220001,140.669998,136.449997,136.619995,48992400,136.166565,2019-07-19,"MSFT",0.00146598549375554,0.00146603872549544
137.410004,139.190002,137.330002,138.429993,25074900,137.970551,2019-07-22,"MSFT",0.0132483770887517,0.0132484121376231
139.759995,139.990005,138.029999,139.289993,18034600,138.827698,2019-07-23,"MSFT",0.00621253589108295,0.00621252650066961
138.899994,140.740005,138.850006,140.720001,20738300,140.25296,2019-07-24,"MSFT",0.0102664095172131,0.0102664087290174
140.429993,140.610001,139.320007,140.190002,18356900,139.724731,2019-07-25,"MSFT",-0.00376625919338891,-0.00376633738085319
140.369995,141.679993,140.300003,141.339996,19037600,140.870895,2019-07-26,"MSFT",0.00820301454006733,0.00820310994788365
141.5,141.509995,139.369995,141.029999,16605900,140.561935,2019-07-29,"MSFT",-0.00219321386436844,-0.00219327160586602
140.139999,141.220001,139.800003,140.350006,16846500,139.884201,2019-07-30,"MSFT",-0.00482160408506049,-0.00482161954776728
140.330002,140.490005,135.080002,136.270004,38598800,135.817734,2019-07-31,"MSFT",-0.0290702378891237,-0.0290701946959661
137,140.940002,136.929993,138.059998,40557500,137.601791,2019-08-01,"MSFT",0.0131356704861532,0.0131356420889224
138.089996,138.320007,135.259995,136.899994,30791600,136.445633,2019-08-02,"MSFT",-0.00840220168355221,-0.00840217308999247
133.300003,133.929993,130.779999,132.210007,42749600,131.77121,2019-08-05,"MSFT",-0.0342585020658007,-0.0342584894488747
133.800003,135.679993,133.210007,134.690002,32696700,134.242981,2019-08-06,"MSFT",0.0187580504117704,0.0187579976453673
133.789993,135.649994,131.830002,135.279999,33414500,134.831024,2019-08-07,"MSFT",0.00438043758876328,0.00438040679515339
136.600006,138.990005,135.929993,138.889999,27496500,138.429031,2019-08-08,"MSFT",0.026685305008141,0.0266853934556872
138.610001,139.380005,136.460007,137.710007,23466700,137.25296,2019-08-09,"MSFT",-0.00849584073155873,-0.00849587449417433
137.070007,137.860001,135.240005,135.789993,20484300,135.339325,2019-08-12,"MSFT",-0.0139423951221161,-0.0139424435582229
136.050003,138.800003,135,138.600006,25154600,138.139999,2019-08-13,"MSFT",0.0206937192866892,0.0206938150442353
136.360001,136.919998,133.669998,133.979996,32527300,133.979996,2019-08-14,"MSFT",-0.0301143986543679,-0.0333334040404011
134.389999,134.580002,132.25,133.679993,28074400,133.679993,2019-08-15,"MSFT",-0.00223916262842705,-0.00223916262842705
134.880005,136.460007,134.720001,136.130005,24449100,136.130005,2019-08-16,"MSFT",0.0183274396191808,0.0183274396191808
137.850006,138.550003,136.889999,138.410004,24355700,138.410004,2019-08-19,"MSFT",0.0167486881382248,0.0167486881382248
138.210007,138.710007,137.240005,137.259995,21170800,137.259995,2019-08-20,"MSFT",-0.00830871300314373,-0.00830871300314373
138.550003,139.490005,138,138.789993,14970300,138.789993,2019-08-21,"MSFT",0.0111467146709425,0.0111467146709425
138.660004,139.199997,136.289993,137.779999,18697000,137.779999,2019-08-22,"MSFT",-0.00727713848937228,-0.00727713848937228
137.190002,138.350006,132.800003,133.389999,38508600,133.389999,2019-08-23,"MSFT",-0.031862389547557,-0.031862389547557
134.990005,135.559998,133.899994,135.449997,20312600,135.449997,2019-08-26,"MSFT",0.0154434216616195,0.0154434216616195
136.389999,136.720001,134.660004,135.740005,23102100,135.740005,2019-08-27,"MSFT",0.00214107055314305,0.00214107055314305
134.880005,135.759995,133.550003,135.559998,17393300,135.559998,2019-08-28,"MSFT",-0.0013261160554694,-0.0013261160554694
137.25,138.440002,136.910004,138.119995,20168700,138.119995,2019-08-29,"MSFT",0.0188846048817437,0.0188846048817437
139.149994,139.179993,136.270004,137.860001,23940100,137.860001,2019-08-30,"MSFT",-0.00188237771077227,-0.00188237771077227
136.610001,137.199997,135.699997,136.039993,18869300,136.039993,2019-09-03,"MSFT",-0.0132018568605697,-0.0132018568605697
137.300003,137.690002,136.479996,137.630005,17995900,137.630005,2019-09-04,"MSFT",0.0116878277110761,0.0116878277110761
139.110001,140.380005,138.759995,140.050003,26101800,140.050003,2019-09-05,"MSFT",0.0175833605469971,0.0175833605469971
140.029999,140.179993,138.199997,139.100006,20824500,139.100006,2019-09-06,"MSFT",-0.00678327011531732,-0.00678327011531732
139.589996,139.75,136.460007,137.520004,25773900,137.520004,2019-09-09,"MSFT",-0.0113587486114127,-0.0113587486114127
136.800003,136.889999,134.509995,136.080002,28903400,136.080002,2019-09-10,"MSFT",-0.0104712184272479,-0.0104712184272479
135.910004,136.270004,135.089996,136.119995,24726100,136.119995,2019-09-11,"MSFT",0.00029389329374041,0.00029389329374041
137.850006,138.419998,136.869995,137.520004,27010000,137.520004,2019-09-12,"MSFT",0.010285109105389,0.010285109105389
137.779999,138.059998,136.570007,137.320007,23363100,137.320007,2019-09-13,"MSFT",-0.00145431205775703,-0.00145431205775703
135.830002,136.699997,135.660004,136.330002,16731400,136.330002,2019-09-16,"MSFT",-0.00720947385328929,-0.00720947385328929
136.960007,137.520004,136.429993,137.389999,17814200,137.389999,2019-09-17,"MSFT",0.00777522910914352,0.00777522910914352
137.360001,138.669998,136.529999,138.520004,23982100,138.520004,2019-09-18,"MSFT",0.00822479808009913,0.00822479808009913
140.300003,142.369995,140.070007,141.070007,35772100,141.070007,2019-09-19,"MSFT",0.0184089151484577,0.0184089151484577
141.009995,141.649994,138.25,139.440002,39167300,139.440002,2019-09-20,"MSFT",-0.0115545822578715,-0.0115545822578715
139.229996,139.630005,138.440002,139.139999,17139300,139.139999,2019-09-23,"MSFT",-0.00215148447860758,-0.00215148447860758
140.360001,140.690002,136.880005,137.380005,29773200,137.380005,2019-09-24,"MSFT",-0.0126490873411604,-0.0126490873411604
137.5,139.960007,136.029999,139.360001,21382000,139.360001,2019-09-25,"MSFT",0.014412548609239,0.014412548609239
139.440002,140.179993,138.440002,139.539993,17456600,139.539993,2019-09-26,"MSFT",0.00129156141438314,0.00129156141438314
140.149994,140.360001,136.649994,137.729996,22477700,137.729996,2019-09-27,"MSFT",-0.0129711702078128,-0.0129711702078128
138.050003,139.220001,137.779999,139.029999,17280900,139.029999,2019-09-30,"MSFT",0.00943877904418144,0.00943877904418144
139.660004,140.25,137,137.070007,21466600,137.070007,2019-10-01,"MSFT",-0.0140976193202734,-0.0140976193202734
136.25,136.369995,133.580002,134.649994,30521700,134.649994,2019-10-02,"MSFT",-0.017655306605478,-0.017655306605478
134.949997,136.75,133.220001,136.279999,24132900,136.279999,2019-10-03,"MSFT",0.0121054962690901,0.0121054962690901
136.75,138.25,136.419998,138.119995,22897700,138.119995,2019-10-04,"MSFT",0.0135015850711886,0.0135015850711886
137.139999,138.179993,137.020004,137.119995,15303700,137.119995,2019-10-07,"MSFT",-0.00724008135100207,-0.00724008135100207
137.080002,137.759995,135.619995,135.669998,25550500,135.669998,2019-10-08,"MSFT",-0.0105746576201378,-0.0105746576201378
137.460007,138.699997,136.970001,138.240005,19749900,138.240005,2019-10-09,"MSFT",0.018943075387972,0.018943075387972
138.490005,139.669998,138.25,139.100006,17654600,139.100006,2019-10-10,"MSFT",0.00622107182360132,0.00622107182360132
140.119995,141.029999,139.5,139.679993,25446000,139.679993,2019-10-11,"MSFT",0.00416956847579142,0.00416956847579142
139.690002,140.289993,139.520004,139.550003,13304300,139.550003,2019-10-14,"MSFT",-0.000930627194404177,-0.000930627194404177
140.059998,141.789993,139.809998,141.570007,19695700,141.570007,2019-10-15,"MSFT",0.0144751268833725,0.0144751268833725
140.789993,140.990005,139.529999,140.410004,20751600,140.410004,2019-10-16,"MSFT",-0.00819384716142602,-0.00819384716142602
140.949997,141.419998,139.020004,139.690002,21460600,139.690002,2019-10-17,"MSFT",-0.00512785399536053,-0.00512785399536053
139.759995,140,136.559998,137.410004,32273500,137.410004,2019-10-18,"MSFT",-0.0163218409861574,-0.0163218409861574
138.449997,138.5,137.009995,138.429993,20078200,138.429993,2019-10-21,"MSFT",0.0074229602671434,0.0074229602671434
138.970001,140.009995,136.259995,136.369995,27431000,136.369995,2019-10-22,"MSFT",-0.0148811536817748,-0.0148811536817748
